"","module"
"TSPAN6|ENSG00000000003.15","salmon"
"ADAM3B|ENSG00000260089.2","grey"
"ENSG00000260091|ENSG00000260091.1","grey"
"MSRA-DT|ENSG00000260093.1","grey"
"ENSG00000260095|ENSG00000260095.1","grey"
"AFTPH-DT|ENSG00000260101.2","green"
"ENSG00000260111|ENSG00000260111.1","grey"
"ENSG00000260118|ENSG00000260118.1","grey"
"ENSG00000260121|ENSG00000260121.1","magenta"
"CARMAL|ENSG00000260123.2","grey"
"ULK4P2|ENSG00000260128.6","grey"
"ENSG00000260136|ENSG00000260136.6","salmon"
"CSPG4P13|ENSG00000260139.6","grey"
"ENSG00000260144|ENSG00000260144.1","grey"
"LINC02673|ENSG00000260151.1","grey"
"ENSG00000260152|ENSG00000260152.2","grey"
"ENSG00000260160|ENSG00000260160.1","grey"
"ENSG00000260162|ENSG00000260162.2","turquoise"
"ENSG00000260163|ENSG00000260163.1","darkgrey"
"ENSG00000260166|ENSG00000260166.4","darkgrey"
"ENSG00000260167|ENSG00000260167.1","grey"
"ENSG00000260179|ENSG00000260179.1","grey"
"LINC02846|ENSG00000260193.1","grey"
"ENSG00000260196|ENSG00000260196.1","brown"
"ENSG00000260197|ENSG00000260197.1","grey"
"ENSG00000260198|ENSG00000260198.1","magenta"
"ENSG00000260209|ENSG00000260209.1","black"
"ENSG00000260211|ENSG00000260211.2","grey"
"CENPN-AS1|ENSG00000260213.6","blue"
"CD2BP2-DT|ENSG00000260219.4","grey"
"CCDC187|ENSG00000260220.7","purple"
"ENSG00000260228|ENSG00000260228.6","cyan"
"FRRS1L|ENSG00000260230.5","green"
"KDM7A-DT|ENSG00000260231.2","grey60"
"PWRN4|ENSG00000260232.4","brown"
"ZNRD2-DT|ENSG00000260233.4","royalblue"
"PTPN23-DT|ENSG00000260236.2","grey"
"ENSG00000260249|ENSG00000260249.3","blue"
"ENSG00000260257|ENSG00000260257.2","grey"
"LINC02166|ENSG00000260259.1","purple"
"SNHG19|ENSG00000260260.3","paleturquoise"
"ENSG00000260261|ENSG00000260261.2","magenta"
"ENSG00000260267|ENSG00000260267.1","magenta"
"ENSG00000260271|ENSG00000260271.4","brown"
"ENSG00000260273|ENSG00000260273.2","grey"
"ENSG00000260274|ENSG00000260274.2","grey"
"ITFG1-AS1|ENSG00000260281.6","grey"
"TRMT61A-DT|ENSG00000260285.1","grey"
"ENSG00000260288|ENSG00000260288.6","grey"
"ENSG00000260290|ENSG00000260290.2","grey"
"ENSG00000260293|ENSG00000260293.2","black"
"ENSG00000260296|ENSG00000260296.1","darkgrey"
"ENSG00000260306|ENSG00000260306.1","grey"
"MRC1|ENSG00000260314.3","cyan"
"ENSG00000260316|ENSG00000260316.2","magenta"
"LINC02986|ENSG00000260317.1","grey"
"COX6CP1|ENSG00000260318.1","grey"
"ENSG00000260328|ENSG00000260328.1","darkgrey"
"TMEM263-DT|ENSG00000260329.2","grey"
"ENSG00000260331|ENSG00000260331.1","grey"
"ENSG00000260337|ENSG00000260337.4","grey"
"HEXA-AS1|ENSG00000260339.2","grey"
"ENSG00000260350|ENSG00000260350.1","blue"
"ENSG00000260360|ENSG00000260360.2","grey"
"ENSG00000260361|ENSG00000260361.1","grey"
"ENSG00000260367|ENSG00000260367.2","grey"
"ENSG00000260368|ENSG00000260368.1","green"
"AQP4-AS1|ENSG00000260372.7","lightyellow"
"ENSG00000260385|ENSG00000260385.1","grey"
"LINC00562|ENSG00000260388.2","grey"
"WBP11P1|ENSG00000260389.1","green"
"ENSG00000260392|ENSG00000260392.6","grey"
"ENSG00000260395|ENSG00000260395.1","grey"
"ENSG00000260398|ENSG00000260398.1","tan"
"ENSG00000260400|ENSG00000260400.1","yellow"
"ENSG00000260404|ENSG00000260404.5","magenta"
"ENSG00000260409|ENSG00000260409.1","grey"
"ENSG00000260413|ENSG00000260413.1","grey"
"ENSG00000260417|ENSG00000260417.1","turquoise"
"ENSG00000260418|ENSG00000260418.1","skyblue"
"LINC02182|ENSG00000260420.3","grey"
"LINC02367|ENSG00000260423.2","grey"
"ENSG00000260426|ENSG00000260426.1","blue"
"SCX|ENSG00000260428.3","darkturquoise"
"ENSG00000260430|ENSG00000260430.2","grey"
"LMF1-AS1|ENSG00000260439.1","blue"
"LINC01544|ENSG00000260440.4","salmon"
"ATP2A1-AS1|ENSG00000260442.7","grey"
"LCMT1-AS1|ENSG00000260448.7","blue"
"GEMIN8P2|ENSG00000260451.1","grey"
"TPRKBP2|ENSG00000260452.1","grey"
"NBAT1|ENSG00000260455.2","grey"
"C16orf95|ENSG00000260456.7","turquoise"
"ENSG00000260464|ENSG00000260464.1","brown"
"ENSG00000260465|ENSG00000260465.1","grey"
"LINC01290|ENSG00000260468.1","grey"
"INSYN1-AS1|ENSG00000260469.3","grey60"
"ENSG00000260470|ENSG00000260470.1","turquoise"
"ENSG00000260473|ENSG00000260473.2","turquoise"
"SLC25A28-DT|ENSG00000260475.2","grey"
"ENSG00000260479|ENSG00000260479.1","yellow"
"MYL12BP1|ENSG00000260490.2","grey"
"CISTR|ENSG00000260492.3","grey"
"E2F5-DT|ENSG00000260493.1","grey"
"ENSG00000260495|ENSG00000260495.1","green"
"ENSG00000260498|ENSG00000260498.7","turquoise"
"ENSG00000260509|ENSG00000260509.2","grey"
"ENSG00000260510|ENSG00000260510.1","blue"
"ENSG00000260511|ENSG00000260511.1","grey"
"ENSG00000260517|ENSG00000260517.3","grey"
"AP1AR-DT|ENSG00000260526.1","grey"
"FAM157C|ENSG00000260528.6","grey"
"MT1L|ENSG00000260549.4","lightgreen"
"ENSG00000260563|ENSG00000260563.3","grey"
"ERVK13-1|ENSG00000260565.9","grey"
"BNIP3P5|ENSG00000260571.1","yellow"
"PPM1L-DT|ENSG00000260572.1","grey"
"EIF5A2P1|ENSG00000260576.1","grey"
"CDH3-AS1|ENSG00000260577.2","salmon"
"ENSG00000260578|ENSG00000260578.1","blue"
"ENSG00000260581|ENSG00000260581.1","brown"
"ENSG00000260583|ENSG00000260583.1","grey"
"ENSG00000260585|ENSG00000260585.1","darkgrey"
"ENSG00000260586|ENSG00000260586.2","grey"
"ENSG00000260588|ENSG00000260588.1","grey"
"STAM-DT|ENSG00000260589.1","grey"
"ENSG00000260599|ENSG00000260599.1","grey"
"ENSG00000260600|ENSG00000260600.1","green"
"ENSG00000260601|ENSG00000260601.1","grey"
"ENSG00000260604|ENSG00000260604.3","grey"
"ENSG00000260608|ENSG00000260608.1","grey"
"RPL23AP97|ENSG00000260615.1","grey"
"RUSF1-DT|ENSG00000260625.4","grey"
"SNAI3-AS1|ENSG00000260630.9","turquoise"
"ENSG00000260633|ENSG00000260633.1","blue"
"ENSG00000260634|ENSG00000260634.2","black"
"ENSG00000260640|ENSG00000260640.1","grey"
"TSPAN5-DT|ENSG00000260641.2","blue"
"ENSG00000260645|ENSG00000260645.2","lightyellow"
"ENSG00000260647|ENSG00000260647.1","grey"
"ENSG00000260648|ENSG00000260648.3","brown"
"ENSG00000260650|ENSG00000260650.1","grey"
"MIR3147HG|ENSG00000260653.6","grey"
"ENSG00000260657|ENSG00000260657.2","grey"
"ENSG00000260658|ENSG00000260658.7","tan"
"ENSG00000260664|ENSG00000260664.4","blue"
"ENSG00000260671|ENSG00000260671.2","grey"
"ENSG00000260672|ENSG00000260672.1","grey"
"ENSG00000260685|ENSG00000260685.1","grey"
"ANKRD20A1|ENSG00000260691.8","grey"
"ENSG00000260693|ENSG00000260693.1","grey"
"ENSG00000260698|ENSG00000260698.1","grey"
"TBC1D22A-DT|ENSG00000260708.2","grey"
"ENSG00000260711|ENSG00000260711.2","brown"
"ENSG00000260714|ENSG00000260714.1","grey"
"ENSG00000260723|ENSG00000260723.1","grey"
"SLC7A5P1|ENSG00000260727.2","turquoise"
"ENSG00000260735|ENSG00000260735.2","grey"
"ITPRID2-DT|ENSG00000260742.1","grey"
"ENSG00000260743|ENSG00000260743.1","grey"
"ENSG00000260747|ENSG00000260747.1","grey"
"ENSG00000260751|ENSG00000260751.2","grey"
"GOLGA6FP|ENSG00000260776.6","grey"
"ENSG00000260777|ENSG00000260777.1","grey"
"MIR3677HG|ENSG00000260778.5","magenta"
"ARHGAP23P1|ENSG00000260781.1","skyblue"
"CASC17|ENSG00000260785.2","grey"
"ENSG00000260788|ENSG00000260788.8","blue"
"LINC02280|ENSG00000260792.1","grey"
"ENSG00000260793|ENSG00000260793.4","grey"
"ENSG00000260796|ENSG00000260796.1","magenta"
"KRT8P50|ENSG00000260799.1","magenta"
"SERTM2|ENSG00000260802.2","brown"
"LINC01963|ENSG00000260804.3","turquoise"
"ENSG00000260805|ENSG00000260805.3","blue"
"PAPOLA-DT|ENSG00000260806.1","grey"
"CEROX1|ENSG00000260807.7","skyblue"
"ENSG00000260810|ENSG00000260810.1","grey"
"ENSG00000260816|ENSG00000260816.2","yellow"
"UNGP1|ENSG00000260818.2","blue"
"ENSG00000260835|ENSG00000260835.1","turquoise"
"ENSG00000260838|ENSG00000260838.3","black"
"ENSG00000260848|ENSG00000260848.2","brown"
"ENSG00000260850|ENSG00000260850.4","blue"
"FBXL19-AS1|ENSG00000260852.1","grey"
"ENSG00000260855|ENSG00000260855.1","grey"
"ENSG00000260859|ENSG00000260859.1","white"
"ENSG00000260862|ENSG00000260862.1","brown"
"ENSG00000260865|ENSG00000260865.1","grey"
"ENSG00000260871|ENSG00000260871.1","midnightblue"
"ENSG00000260874|ENSG00000260874.5","grey"
"LINC01229|ENSG00000260876.6","grey"
"TAT-AS1|ENSG00000260886.2","grey"
"ENSG00000260895|ENSG00000260895.1","brown"
"ARLNC1|ENSG00000260896.6","black"
"ADPGK-AS1|ENSG00000260898.6","grey"
"XKR7|ENSG00000260903.3","brown"
"LINC00565|ENSG00000260910.2","grey"
"ENSG00000260911|ENSG00000260911.2","blue"
"ENSG00000260912|ENSG00000260912.1","grey"
"CCPG1|ENSG00000260916.8","greenyellow"
"ENSG00000260917|ENSG00000260917.1","turquoise"
"ENSG00000260918|ENSG00000260918.1","darkgrey"
"ENSG00000260920|ENSG00000260920.2","darkorange"
"LINC02193|ENSG00000260923.7","grey"
"LINC01311|ENSG00000260924.3","grey"
"ENSG00000260927|ENSG00000260927.2","yellow"
"LINC01416|ENSG00000260930.2","blue"
"LINC00622|ENSG00000260941.1","black"
"CAPN10-DT|ENSG00000260942.1","grey"
"ENSG00000260947|ENSG00000260947.1","midnightblue"
"ENSG00000260948|ENSG00000260948.1","grey"
"ENSG00000260949|ENSG00000260949.1","black"
"ENSG00000260951|ENSG00000260951.2","grey"
"ENSG00000260953|ENSG00000260953.1","grey"
"ENSG00000260954|ENSG00000260954.1","grey"
"ENSG00000260971|ENSG00000260971.4","yellow"
"ENSG00000260988|ENSG00000260988.1","grey"
"ENSG00000260990|ENSG00000260990.1","green"
"DOCK9-DT|ENSG00000260992.1","green"
"ENSG00000261003|ENSG00000261003.1","grey"
"NPM1P3|ENSG00000261007.2","darkorange"
"LINC01572|ENSG00000261008.9","yellow"
"AGAP11|ENSG00000261011.1","grey"
"ENSG00000261019|ENSG00000261019.1","grey"
"ENSG00000261026|ENSG00000261026.1","turquoise"
"SPECC1-DT|ENSG00000261033.1","turquoise"
"ENSG00000261037|ENSG00000261037.1","black"
"ENSG00000261051|ENSG00000261051.1","pink"
"SULT1A3|ENSG00000261052.6","grey"
"ENSG00000261054|ENSG00000261054.1","grey"
"ENSG00000261056|ENSG00000261056.2","yellow"
"LINC02256|ENSG00000261064.1","grey"
"ENSG00000261071|ENSG00000261071.2","grey"
"ENSG00000261072|ENSG00000261072.2","grey"
"ENSG00000261079|ENSG00000261079.1","grey"
"LINC02516|ENSG00000261083.3","pink"
"ZNNT1|ENSG00000261087.1","green"
"ENSG00000261090|ENSG00000261090.2","brown"
"ENSG00000261094|ENSG00000261094.2","yellow"
"ENSG00000261096|ENSG00000261096.1","turquoise"
"ENSG00000261098|ENSG00000261098.1","tan"
"ENSG00000261101|ENSG00000261101.2","grey"
"ENSG00000261103|ENSG00000261103.3","blue"
"LMO7-AS1|ENSG00000261105.6","grey"
"ENSG00000261114|ENSG00000261114.1","pink"
"TMEM178B|ENSG00000261115.7","turquoise"
"LINC02473|ENSG00000261121.2","blue"
"ENSG00000261123|ENSG00000261123.1","magenta"
"RBFADN|ENSG00000261126.7","black"
"ENSG00000261131|ENSG00000261131.1","grey"
"ENSG00000261135|ENSG00000261135.1","grey"
"ENSG00000261136|ENSG00000261136.1","grey"
"EPPK1|ENSG00000261150.3","grey"
"ENSG00000261159|ENSG00000261159.1","grey"
"ENSG00000261167|ENSG00000261167.1","grey60"
"ENSG00000261168|ENSG00000261168.1","grey"
"DNAJA2-DT|ENSG00000261173.2","grey"
"LINC02188|ENSG00000261175.6","brown"
"LINC01238|ENSG00000261186.2","grey"
"ENSG00000261187|ENSG00000261187.1","yellow"
"TFIP11-DT|ENSG00000261188.3","red"
"DSP-AS1|ENSG00000261189.3","tan"
"ENSG00000261193|ENSG00000261193.1","green"
"ENSG00000261195|ENSG00000261195.2","blue"
"UBE2FP2|ENSG00000261199.1","tan"
"TNRC6B-DT|ENSG00000261202.2","grey"
"CLEC19A|ENSG00000261210.8","grey"
"ENSG00000261211|ENSG00000261211.2","grey"
"ENSG00000261218|ENSG00000261218.6","cyan"
"ENSG00000261219|ENSG00000261219.1","grey"
"ST3GAL1-DT|ENSG00000261220.3","grey"
"ZNF865|ENSG00000261221.4","magenta"
"ENSG00000261226|ENSG00000261226.1","magenta"
"ENSG00000261227|ENSG00000261227.2","brown"
"BOP1|ENSG00000261236.8","turquoise"
"ANKRD26P1|ENSG00000261239.6","grey"
"LINC02128|ENSG00000261241.8","blue"
"ENSG00000261242|ENSG00000261242.1","grey"
"GOLGA8T|ENSG00000261247.2","grey"
"EFCAB6-DT|ENSG00000261251.1","grey"
"ENSG00000261270|ENSG00000261270.1","pink"
"ENSG00000261273|ENSG00000261273.1","turquoise"
"ATP2C2-AS1|ENSG00000261286.1","turquoise"
"ENSG00000261291|ENSG00000261291.1","yellow"
"NUP93-DT|ENSG00000261302.7","grey"
"FIGNL2|ENSG00000261308.4","turquoise"
"LARP4P|ENSG00000261315.2","grey"
"DIS3L-AS1|ENSG00000261318.1","grey"
"ENSG00000261324|ENSG00000261324.2","grey"
"LINC02192|ENSG00000261325.3","tan"
"LINC01355|ENSG00000261326.4","yellow"
"ENSG00000261329|ENSG00000261329.7","blue"
"PPIAP50|ENSG00000261330.1","darkturquoise"
"ENSG00000261334|ENSG00000261334.1","grey"
"ENSG00000261335|ENSG00000261335.1","grey"
"ENSG00000261338|ENSG00000261338.2","green"
"LINC01616|ENSG00000261340.1","darkgrey"
"ENSG00000261341|ENSG00000261341.7","grey"
"ENSG00000261342|ENSG00000261342.1","turquoise"
"LINC02136|ENSG00000261348.2","grey"
"ENSG00000261349|ENSG00000261349.1","grey"
"ENSG00000261351|ENSG00000261351.2","grey"
"ENSG00000261357|ENSG00000261357.1","blue"
"OTULIN-DT|ENSG00000261360.3","grey"
"MANEA-DT|ENSG00000261366.1","yellow"
"PECAM1|ENSG00000261371.6","lightgreen"
"VPS9D1-AS1|ENSG00000261373.1","grey"
"PDCD6IPP2|ENSG00000261377.7","grey"
"ENSG00000261379|ENSG00000261379.1","grey"
"ENSG00000261386|ENSG00000261386.2","green"
"MAFTRR|ENSG00000261390.8","lightyellow"
"ENSG00000261396|ENSG00000261396.1","green"
"MAPK8IP3-AS1|ENSG00000261399.2","purple"
"ENSG00000261402|ENSG00000261402.1","turquoise"
"PSMD7-DT|ENSG00000261404.7","yellow"
"ENSG00000261411|ENSG00000261411.1","green"
"CORO1A-AS1|ENSG00000261416.1","turquoise"
"MPC1-DT|ENSG00000261420.1","black"
"TMEM202-AS1|ENSG00000261423.3","yellow"
"ENSG00000261426|ENSG00000261426.1","brown"
"ENSG00000261430|ENSG00000261430.1","grey"
"ENSG00000261436|ENSG00000261436.6","grey"
"GNAO1-AS1|ENSG00000261439.1","grey"
"ENSG00000261447|ENSG00000261447.1","grey"
"ENSG00000261451|ENSG00000261451.1","turquoise"
"LINC01003|ENSG00000261455.1","grey"
"TUBB8|ENSG00000261456.6","grey"
"ENSG00000261462|ENSG00000261462.1","black"
"ENSG00000261468|ENSG00000261468.1","pink"
"ENSG00000261474|ENSG00000261474.1","grey"
"ENSG00000261476|ENSG00000261476.1","grey"
"ENSG00000261478|ENSG00000261478.1","grey"
"PAN3-AS1|ENSG00000261485.1","grey"
"TBILA|ENSG00000261488.1","brown"
"ENSG00000261499|ENSG00000261499.2","grey"
"ENSG00000261502|ENSG00000261502.4","tan"
"ENSG00000261512|ENSG00000261512.2","grey"
"DLGAP1-AS5|ENSG00000261520.5","salmon"
"ENSG00000261526|ENSG00000261526.3","pink"
"ENSG00000261529|ENSG00000261529.1","yellow"
"ENSG00000261537|ENSG00000261537.1","yellow"
"ENSG00000261542|ENSG00000261542.1","red"
"ENSG00000261544|ENSG00000261544.1","lightgreen"
"SMG1P7|ENSG00000261556.10","grey"
"ENSG00000261560|ENSG00000261560.1","grey"
"AGK-DT|ENSG00000261570.2","grey"
"ENSG00000261572|ENSG00000261572.2","brown"
"ENSG00000261575|ENSG00000261575.4","grey"
"ENSG00000261578|ENSG00000261578.1","brown"
"TMEM249|ENSG00000261587.3","brown"
"TPBGL|ENSG00000261594.4","turquoise"
"ENSG00000261596|ENSG00000261596.2","yellow"
"ENSG00000261600|ENSG00000261600.1","grey"
"ENSG00000261602|ENSG00000261602.1","grey"
"GAN|ENSG00000261609.8","lightyellow"
"ENSG00000261610|ENSG00000261610.1","turquoise"
"SUB1P3|ENSG00000261612.1","grey"
"ENSG00000261613|ENSG00000261613.2","grey"
"ENSG00000261616|ENSG00000261616.1","grey"
"LINC02177|ENSG00000261617.2","blue"
"LINC02605|ENSG00000261618.2","pink"
"NDUFB10P2|ENSG00000261624.1","turquoise"
"ENSG00000261628|ENSG00000261628.1","grey"
"PAQR5-DT|ENSG00000261634.4","grey"
"ENSG00000261635|ENSG00000261635.2","blue"
"CYLD-AS1|ENSG00000261644.3","grey"
"DISC1FP1|ENSG00000261645.7","grey"
"PIERCE2|ENSG00000261652.3","purple"
"ENSG00000261654|ENSG00000261654.1","grey"
"ENSG00000261655|ENSG00000261655.1","grey"
"BEAN1-AS1|ENSG00000261656.6","grey"
"ENSG00000261659|ENSG00000261659.2","grey"
"ECI1-AS1|ENSG00000261663.1","grey"
"TUBAP4|ENSG00000261665.2","yellow"
"ENSG00000261668|ENSG00000261668.1","blue"
"ENSG00000261670|ENSG00000261670.1","green"
"ENSG00000261671|ENSG00000261671.1","green"
"SCRT1|ENSG00000261678.3","turquoise"
"ENSG00000261684|ENSG00000261684.2","green"
"ENSG00000261687|ENSG00000261687.1","grey"
"ENSG00000261692|ENSG00000261692.1","grey"
"ENSG00000261693|ENSG00000261693.1","grey"
"ENSG00000261696|ENSG00000261696.1","blue"
"ENSG00000261697|ENSG00000261697.5","turquoise"
"HPR|ENSG00000261701.9","grey"
"ENSG00000261710|ENSG00000261710.1","blue"
"H2BC20P|ENSG00000261716.2","yellow"
"ENSG00000261722|ENSG00000261722.1","red"
"ENSG00000261728|ENSG00000261728.1","darkgrey"
"ENSG00000261734|ENSG00000261734.1","grey"
"ENSG00000261736|ENSG00000261736.1","grey"
"MIR3976HG|ENSG00000261738.8","brown"
"GOLGA8S|ENSG00000261739.3","brown"
"ZFPM1-AS1|ENSG00000261744.1","magenta"
"ENSG00000261757|ENSG00000261757.1","brown"
"STAG1-DT|ENSG00000261758.1","grey"
"ENSG00000261766|ENSG00000261766.1","grey"
"ENSG00000261770|ENSG00000261770.1","black"
"ENSG00000261775|ENSG00000261775.1","yellow"
"DDX19A-DT|ENSG00000261777.6","blue"
"ENSG00000261783|ENSG00000261783.1","grey"
"ENSG00000261786|ENSG00000261786.1","turquoise"
"TCF24|ENSG00000261787.2","purple"
"ENSG00000261790|ENSG00000261790.2","brown"
"GOLGA8H|ENSG00000261794.2","grey"
"ENSG00000261795|ENSG00000261795.1","cyan"
"ENSG00000261799|ENSG00000261799.1","grey"
"LOXL1-AS1|ENSG00000261801.8","salmon"
"TUBB8P7|ENSG00000261812.6","grey"
"ENSG00000261819|ENSG00000261819.1","grey"
"ENSG00000261823|ENSG00000261823.1","grey"
"LINC00662|ENSG00000261824.8","red"
"ENSG00000261829|ENSG00000261829.1","green"
"ENSG00000261837|ENSG00000261837.1","yellow"
"ENSG00000261839|ENSG00000261839.1","grey"
"ENSG00000261840|ENSG00000261840.5","grey"
"MIA|ENSG00000261857.7","grey"
"MFSD1P1|ENSG00000261868.1","blue"
"SMIM36|ENSG00000261873.2","grey"
"ZNF594-DT|ENSG00000261879.9","darkturquoise"
"ENSG00000261888|ENSG00000261888.1","grey"
"ENSG00000261916|ENSG00000261916.1","grey"
"PCDHGA9|ENSG00000261934.3","green"
"ENSG00000261959|ENSG00000261959.1","grey"
"ENSG00000261970|ENSG00000261970.1","purple"
"MMP25-AS1|ENSG00000261971.9","turquoise"
"ENSG00000261996|ENSG00000261996.1","grey"
"ENSG00000261997|ENSG00000261997.1","cyan"
"DLGAP1-AS2|ENSG00000262001.3","pink"
"ENSG00000262038|ENSG00000262038.1","yellow"
"ENSG00000262039|ENSG00000262039.1","grey"
"ENSG00000262049|ENSG00000262049.2","grey"
"ENSG00000262050|ENSG00000262050.2","royalblue"
"RPH3AL-AS1|ENSG00000262061.7","grey"
"SNORD3B-2|ENSG00000262074.7","paleturquoise"
"DKFZP434A062|ENSG00000262075.3","brown"
"ENSG00000262089|ENSG00000262089.1","skyblue"
"PCDHB19P|ENSG00000262096.2","black"
"LINC02185|ENSG00000262097.3","grey"
"ENSG00000262119|ENSG00000262119.1","yellow"
"NQO1-DT|ENSG00000262136.2","grey"
"ENSG00000262140|ENSG00000262140.1","grey"
"LINC02175|ENSG00000262155.2","black"
"C17orf114|ENSG00000262165.2","grey"
"LINC02861|ENSG00000262185.3","grey"
"LINC01978|ENSG00000262188.4","blue"
"ENSG00000262198|ENSG00000262198.2","darkgrey"
"ENSG00000262202|ENSG00000262202.4","grey"
"PCDHGB3|ENSG00000262209.3","yellow"
"ENSG00000262223|ENSG00000262223.10","blue"
"ENSG00000262227|ENSG00000262227.2","grey"
"ENSG00000262228|ENSG00000262228.3","grey"
"CORO7|ENSG00000262246.6","skyblue"
"ENSG00000262248|ENSG00000262248.1","blue"
"ENSG00000262265|ENSG00000262265.2","yellow"
"ENSG00000262267|ENSG00000262267.6","brown"
"ENSG00000262312|ENSG00000262312.2","grey"
"MTND4P34|ENSG00000262322.1","grey"
"HNRNPA1P16|ENSG00000262333.1","yellow"
"ENSG00000262370|ENSG00000262370.7","grey"
"ENSG00000262380|ENSG00000262380.1","blue"
"MCUR1P1|ENSG00000262402.1","grey"
"ENSG00000262410|ENSG00000262410.1","blue"
"ENSG00000262413|ENSG00000262413.1","grey"
"ENSG00000262420|ENSG00000262420.3","grey"
"MIR193BHG|ENSG00000262454.4","grey"
"LINC01569|ENSG00000262468.8","grey"
"TVP23CP2|ENSG00000262470.2","green"
"CCER2|ENSG00000262484.2","grey"
"ENSG00000262503|ENSG00000262503.1","grey"
"ENSG00000262514|ENSG00000262514.1","yellow"
"ENSG00000262528|ENSG00000262528.2","skyblue"
"ENSG00000262533|ENSG00000262533.1","purple"
"PCDHGA4|ENSG00000262576.3","tan"
"ENSG00000262580|ENSG00000262580.5","grey"
"TMEM231P1|ENSG00000262583.3","grey"
"ENSG00000262587|ENSG00000262587.4","turquoise"
"LINC00621|ENSG00000262619.4","black"
"ENSG00000262652|ENSG00000262652.1","grey"
"SPON1|ENSG00000262655.4","tan"
"ENSG00000262663|ENSG00000262663.1","grey"
"ENSG00000262668|ENSG00000262668.2","green"
"ENSG00000262681|ENSG00000262681.2","grey"
"GLIS2-AS1|ENSG00000262686.1","green"
"ENSG00000262700|ENSG00000262700.1","black"
"ENSG00000262712|ENSG00000262712.1","turquoise"
"ENSG00000262728|ENSG00000262728.6","grey"
"ENSG00000262766|ENSG00000262766.1","grey"
"LINC01977|ENSG00000262772.2","grey"
"ENSG00000262801|ENSG00000262801.6","black"
"ENSG00000262803|ENSG00000262803.1","grey"
"MRPL12|ENSG00000262814.8","turquoise"
"ENSG00000262837|ENSG00000262837.1","grey"
"ENSG00000262869|ENSG00000262869.1","turquoise"
"ENSG00000262873|ENSG00000262873.2","black"
"ENSG00000262877|ENSG00000262877.5","blue"
"ENSG00000262879|ENSG00000262879.7","blue"
"MTCO1P40|ENSG00000262902.1","grey"
"CTNS-AS1|ENSG00000262903.1","royalblue"
"CCNQ|ENSG00000262919.8","turquoise"
"ALOX12P2|ENSG00000262943.9","darkturquoise"
"ENSG00000262966|ENSG00000262966.2","black"
"GTF2I|ENSG00000263001.8","grey"
"ZNF234|ENSG00000263002.8","yellow"
"AKAP1-DT|ENSG00000263004.3","yellow"
"ROCK1P1|ENSG00000263006.7","grey"
"ENSG00000263011|ENSG00000263011.3","purple"
"ENSG00000263033|ENSG00000263033.2","grey"
"DPH1-AS1|ENSG00000263050.1","purple"
"ENSG00000263063|ENSG00000263063.1","grey"
"RNF213-AS1|ENSG00000263069.6","turquoise"
"ZNF213-AS1|ENSG00000263072.10","magenta"
"ENSG00000263120|ENSG00000263120.1","turquoise"
"LRRC37A17P|ENSG00000263142.5","brown"
"LINC01896|ENSG00000263146.3","grey"
"MYZAP|ENSG00000263155.6","brown"
"ENSG00000263165|ENSG00000263165.1","grey"
"ATP5F1AP3|ENSG00000263232.2","grey"
"ENSG00000263235|ENSG00000263235.1","grey"
"ENSG00000263257|ENSG00000263257.3","black"
"RPS7P1|ENSG00000263266.2","grey"
"ENSG00000263272|ENSG00000263272.1","grey"
"ENSG00000263276|ENSG00000263276.1","yellow"
"ENSG00000263278|ENSG00000263278.2","black"
"EFCAB13-DT|ENSG00000263293.3","grey"
"RSL1D1-DT|ENSG00000263307.2","grey"
"ENSG00000263316|ENSG00000263316.1","blue"
"TAPT1-AS1|ENSG00000263327.6","grey"
"ENSG00000263338|ENSG00000263338.1","grey"
"SGSM2-AS1|ENSG00000263345.1","grey"
"MIR5584|ENSG00000263381.1","blue"
"ENSG00000263393|ENSG00000263393.1","grey"
"TMEM220-AS1|ENSG00000263400.8","lightyellow"
"NFE2L1-DT|ENSG00000263412.3","grey"
"RN7SL471P|ENSG00000263426.2","green"
"RN7SL689P|ENSG00000263432.2","grey"
"SRSF8|ENSG00000263465.5","red"
"ENSG00000263485|ENSG00000263485.1","brown"
